start_frame,end_frame,duration,avg_speed,avg_acceleration,bbox_area,frame_count
426.0,486.0,11,2.221552442374983,-0.31523095572504417,9190.181818181818,11
528.0,582.0,10,24.466455552681882,0.31127517717904873,7066.7,10
3138.0,3192.0,10,42.69372371497846,-inf,333505.0,10
7104.0,7158.0,10,46.65255788486747,-inf,49656.8,10
7326.0,7386.0,11,26.798233472921392,-inf,347373.54545454547,11
8112.0,8190.0,14,27.220781908119502,-inf,47192.71428571428,14
15030.0,15198.0,29,36.39910633113096,-inf,87167.79310344828,29
