frame,player_id,cx,cy,vx,vy,speed,acceleration
828.0,0,517.0,336.0,-24.75,-7.416666666666667,25.837365276754603,-7.797119256654511
840.0,0,1002.0,302.0,40.416666666666664,-2.8333333333333335,40.515857663663276,1.2232076989090563
852.0,0,629.0,487.0,-31.083333333333332,15.416666666666666,34.69650158477396,-0.4849463399074428
858.0,0,679.0,298.0,8.333333333333334,-31.5,32.583653024859636,-0.3521414266523877
864.0,0,546.0,507.0,-22.166666666666668,34.833333333333336,41.28828189961678,1.45077147912619
870.0,0,233.0,675.0,-52.166666666666664,28.0,59.20609015220572,2.98630137543149
876.0,0,211.0,688.0,-3.6666666666666665,2.1666666666666665,4.258977446393546,-9.157852117635363
882.0,0,1068.0,420.0,54.166666666666664,10.833333333333334,55.23937806392183,-inf
894.0,0,95.0,444.0,-81.08333333333333,2.0,81.1079955642133,2.1557181250242885
900.0,0,990.0,681.0,-42.666666666666664,6.166666666666667,43.11000141756229,-inf
906.0,0,691.0,425.0,-49.833333333333336,-42.666666666666664,65.60339591481188,3.748899082874934
912.0,0,410.0,323.0,-46.833333333333336,-17.0,49.823298878246824,-2.6300161727608433
918.0,0,1010.0,677.0,-35.333333333333336,33.5,48.68977761752917,-inf
924.0,0,686.0,688.0,-54.0,1.8333333333333333,54.03111243636495,0.8902224698059639
930.0,0,429.0,683.0,-42.833333333333336,-0.8333333333333334,42.8414389217833,-1.864945585763607
936.0,0,133.0,354.0,-49.333333333333336,-54.833333333333336,73.7595568195893,5.153019649634334
942.0,0,659.0,247.0,-65.83333333333333,-68.83333333333333,95.24733883713263,-inf
948.0,0,146.0,471.0,-85.5,37.333333333333336,93.29537918770563,-0.32532660823783505
954.0,0,222.0,370.0,12.666666666666666,-16.833333333333332,21.066693037958178,-12.038114358291244
960.0,0,1190.0,496.0,56.0,13.333333333333334,57.56542171979441,-inf
966.0,0,892.0,426.0,-49.666666666666664,-11.666666666666666,51.01851515762575,-1.0911510936947764
972.0,0,662.0,328.0,-38.333333333333336,-16.333333333333332,41.667999978667346,-1.5584191964930685
978.0,0,629.0,330.0,-5.5,0.3333333333333333,5.510091751605513,-6.026318037843638
984.0,0,369.0,288.0,-43.333333333333336,-7.0,43.89507691960202,6.397497527999417
990.0,0,348.0,289.0,-3.5,0.16666666666666666,3.5039660069381067,-6.731851818777319
996.0,0,332.0,290.0,-2.6666666666666665,0.16666666666666666,2.6718699236468995,-0.13868268054853453
1002.0,0,188.0,406.0,-24.0,19.333333333333332,30.818464883536585,4.691099159981614
1008.0,0,1188.0,490.0,0.6666666666666666,-0.6666666666666666,0.9428090415820634,-inf
1014.0,0,634.0,241.0,-92.33333333333333,-41.5,101.23089668892814,16.71468127455768
1020.0,0,726.0,442.0,15.333333333333334,33.5,36.842381995619,-10.731419115551526
1026.0,0,620.0,402.0,-17.666666666666668,-6.666666666666667,18.882678717691398,-2.9932838796546
1032.0,0,604.0,404.0,-2.6666666666666665,0.3333333333333333,2.6874192494328497,-2.6992099113764243
1038.0,0,794.0,253.0,31.666666666666668,-25.166666666666668,40.44921369926601,6.293632408305527
1044.0,0,739.0,237.0,-9.166666666666666,-2.6666666666666665,9.546668994413125,-5.15042411747548
1050.0,0,880.0,683.0,23.5,74.33333333333333,77.95956929360528,11.40215004986536
1056.0,0,554.0,404.0,-54.333333333333336,-46.5,71.51476149097549,-1.0741346337716327
1062.0,0,641.0,420.0,14.5,2.6666666666666665,14.743171677461778,-9.46193163558562
1068.0,0,562.0,402.0,-13.166666666666666,-3.0,13.504114599303099,-0.20650951302644613
1074.0,0,417.0,371.0,-24.166666666666668,-5.166666666666667,24.712794706836018,1.8681133512554864
1080.0,0,745.0,428.0,54.666666666666664,9.5,55.48598421623649,5.128864918233412
1086.0,0,1006.0,670.0,43.5,40.333333333333336,59.32139392982753,0.6392349522651735
1098.0,0,538.0,255.0,-39.0,-34.583333333333336,52.12491673321353,-0.5997064330511664
1104.0,0,643.0,398.0,17.5,23.833333333333332,29.568188611712042,-3.7594546869169148
1110.0,0,530.0,276.0,-18.833333333333332,-20.333333333333332,27.715318668362606,-0.3088116572249066
1116.0,0,459.0,401.0,-11.833333333333334,20.833333333333332,23.95945649541232,-0.6259770288250485
1122.0,0,964.0,421.0,-3.5,0.5,3.5355339059327378,-inf
1128.0,0,706.0,689.0,-43.0,44.666666666666664,62.00089605087261,9.744227024156645
1134.0,0,676.0,412.0,-5.0,-46.166666666666664,46.43663544133135,-2.5940434349235453
1140.0,0,513.0,368.0,-27.166666666666668,-7.333333333333333,28.139039705639487,-3.049599289281978
1146.0,0,500.0,375.0,-2.1666666666666665,1.1666666666666667,2.4608038433722332,-4.279705977044542
1152.0,0,719.0,194.0,36.5,-30.166666666666668,47.35269557034507,7.481981954495473
1164.0,0,502.0,379.0,-18.083333333333332,15.416666666666666,23.763008133558248,-1.9658072863989018
1170.0,0,525.0,435.0,3.8333333333333335,9.333333333333334,10.089873911776875,-2.278855703630229
1176.0,0,177.0,507.0,-58.0,12.0,59.22837157984339,8.18974961134442
1182.0,0,591.0,487.0,69.0,-3.3333333333333335,69.08046837646016,1.6420161327694618
1188.0,0,588.0,286.0,-0.5,-33.5,33.50373113550191,-5.929456206826376
1194.0,0,1143.0,687.0,-8.5,0.5,8.514693182963201,-inf
1200.0,0,590.0,283.0,-92.16666666666667,-67.33333333333333,114.14233317320188,17.60460666503978
1206.0,0,662.0,388.0,12.0,17.5,21.219095173922945,-15.487206333213157
1212.0,0,304.0,686.0,-59.666666666666664,49.666666666666664,77.63303993074655,9.402324126137268
1218.0,0,1104.0,301.0,-13.333333333333334,-4.833333333333333,14.182344266336539,-inf
1224.0,0,756.0,294.0,-58.0,-1.1666666666666667,58.01173252981772,7.304898043913531
1230.0,0,578.0,430.0,-29.666666666666668,22.666666666666668,37.3348213989151,-3.446151855150436
1236.0,0,608.0,353.0,5.0,-12.833333333333334,13.77296062741938,-3.926976795249287
1242.0,0,324.0,288.0,-47.333333333333336,-10.833333333333334,48.557239991123424,5.797379893950674
1248.0,0,635.0,209.0,-41.666666666666664,-34.666666666666664,54.20229597433017,-inf
1254.0,0,1142.0,295.0,84.5,14.333333333333334,85.70702680903383,5.250788472450609
1266.0,0,319.0,306.0,-68.58333333333333,0.9166666666666666,68.5894590216958,-1.4264639822781693
1272.0,0,1123.0,277.0,134.0,-4.833333333333333,134.087139991541,10.916280161640863
1278.0,0,914.0,527.0,-34.833333333333336,41.666666666666664,54.30904365041077,-13.29634939018837
1290.0,0,205.0,458.0,-59.083333333333336,-5.75,59.36246943800248,0.4211188156326428
1296.0,0,379.0,434.0,29.0,-4.0,29.274562336608895,-5.014651183565597
1302.0,0,436.0,669.0,9.5,39.166666666666664,40.30232968176626,1.8379612241928942
1308.0,0,1105.0,255.0,111.5,-69.0,131.12303382701302,15.136784024207794
1314.0,0,1103.0,256.0,124.33333333333333,-28.5,127.55793890533735,-inf
1326.0,0,346.0,428.0,-63.083333333333336,14.333333333333334,64.6912002430693,-5.2388948885223385
1332.0,0,438.0,525.0,15.333333333333334,16.166666666666668,22.281656631009785,-7.068257268676587
1338.0,0,433.0,531.0,-0.8333333333333334,1.0,1.3017082793177759,-3.4966580586153344
1344.0,0,402.0,678.0,-5.166666666666667,24.5,25.038858688934774,3.956191734936166
1350.0,0,52.0,459.0,-58.333333333333336,-36.5,68.8115381151866,7.2954465710419685
1356.0,0,366.0,198.0,-69.16666666666667,-53.0,87.13798125833407,-inf
1362.0,0,695.0,276.0,-60.833333333333336,4.0,60.964698346210525,-inf
1368.0,0,704.0,533.0,1.5,42.833333333333336,42.85958987723103,-3.017518078163249
1374.0,0,672.0,540.0,79.0,61.166666666666664,99.91176662991758,-inf
1380.0,0,144.0,672.0,3.6666666666666665,36.833333333333336,37.01538719085468,-inf
1386.0,0,317.0,301.0,-113.5,7.666666666666667,113.75863825564095,-inf
1392.0,0,49.0,500.0,-117.33333333333333,9.0,117.67799756586237,-inf
1398.0,0,689.0,646.0,-94.0,4.166666666666667,94.09230101932417,-inf
1404.0,0,24.0,239.0,-110.83333333333333,-67.83333333333333,129.9437912671817,5.975248374642921
1410.0,0,1226.0,235.0,76.0,-67.66666666666667,101.75842853433703,-inf
1416.0,0,554.0,144.0,-28.166666666666668,-10.666666666666666,30.11874646941484,-inf
1422.0,0,1126.0,339.0,28.166666666666668,-52.333333333333336,59.43180031674027,-inf
1428.0,0,430.0,541.0,-116.0,33.666666666666664,120.78677263858177,10.225828720306916
1434.0,0,312.0,538.0,-19.666666666666668,-0.5,19.673021572137255,-16.852291844407414
1440.0,0,629.0,330.0,52.833333333333336,-34.666666666666664,63.19128807746277,7.2530444175542526
1446.0,0,815.0,328.0,31.0,-0.3333333333333333,31.001792062897124,-5.364916002427609
1452.0,0,681.0,267.0,-22.333333333333332,-10.166666666666666,24.538518473797247,-1.0772122648499796
1458.0,0,1062.0,371.0,63.5,17.333333333333332,65.82320597209197,6.880781249715786
1464.0,0,1045.0,222.0,-2.8333333333333335,-24.833333333333332,24.99444382702328,-6.804793690844782
1470.0,0,1176.0,209.0,21.833333333333332,-2.1666666666666665,21.940576311685362,-0.5089779192229861
1476.0,0,657.0,317.0,41.5,-27.666666666666668,49.87679264391852,-inf
1488.0,0,257.0,181.0,-82.08333333333333,-41.0,91.75333024534373,-inf
1494.0,0,709.0,240.0,-89.33333333333333,-62.5,109.02611817562085,-inf
1500.0,0,596.0,544.0,-18.833333333333332,50.666666666666664,54.05372841493504,-9.162064960114305
1506.0,0,548.0,387.0,-8.0,-26.166666666666668,27.362281418851836,-4.448574499347202
1512.0,0,133.0,594.0,-69.16666666666667,34.5,77.29345236032466,8.321861823578805
1518.0,0,588.0,377.0,-71.16666666666667,1.3333333333333333,71.17915581279553,-inf
1524.0,0,1149.0,376.0,3.5,1.8333333333333333,3.9510898637098992,-inf
1530.0,0,600.0,684.0,4.666666666666667,41.666666666666664,41.92718555888159,-inf
1536.0,0,548.0,686.0,-102.5,71.16666666666667,124.78359044539648,-inf
1542.0,0,573.0,273.0,-101.16666666666667,-15.0,102.27264758694989,-inf
1548.0,0,638.0,263.0,-91.83333333333333,-11.5,92.55058676805409,-inf
1554.0,0,359.0,363.0,-46.5,16.666666666666668,49.39663731245051,-7.192324909267263
1560.0,0,738.0,272.0,-64.83333333333333,0.16666666666666666,64.83354755748668,-inf
1566.0,0,676.0,214.0,-10.333333333333334,-9.666666666666666,14.149990184527416,-8.44725956215988
1572.0,0,453.0,316.0,-37.166666666666664,17.0,40.87005151833199,4.4533435556340955
1578.0,0,753.0,503.0,-78.33333333333333,46.833333333333336,91.26594229077034,-inf
1584.0,0,455.0,323.0,-49.666666666666664,-30.0,58.0239414188469,-5.540333478653906
1590.0,0,736.0,509.0,-62.666666666666664,-30.833333333333332,69.84128832972338,-inf
1596.0,0,419.0,353.0,-52.833333333333336,-26.0,58.884302756431715,-1.826164262215278
1602.0,0,716.0,446.0,-53.333333333333336,38.166666666666664,65.58306861445939,-inf
1608.0,0,450.0,370.0,-44.333333333333336,-12.666666666666666,46.107362632109954,-3.2459509970582396
1614.0,0,270.0,503.0,-30.0,22.166666666666668,37.300953219872426,-1.467734902039587
1620.0,0,742.0,449.0,-11.0,14.166666666666666,17.93584245148369,-inf
1626.0,0,866.0,330.0,20.666666666666668,-19.833333333333332,28.643886297467077,1.7846739743305644
1632.0,0,688.0,518.0,-29.666666666666668,31.333333333333332,43.149610529979164,2.417620705418681
1638.0,0,700.0,519.0,2.0,0.16666666666666666,2.0069324297987157,-6.857113016696741
1644.0,0,626.0,401.0,-12.333333333333334,-19.666666666666668,23.213980461973534,3.53450800536247
1650.0,0,457.0,361.0,-28.166666666666668,-6.666666666666667,28.944870971478792,0.9551484182508764
1656.0,0,497.0,385.0,6.666666666666667,4.0,7.774602526460401,-3.5283780741697317
1662.0,0,415.0,238.0,-13.666666666666666,-24.5,28.05401535926324,3.379902138800473
1668.0,0,1073.0,365.0,-23.833333333333332,-51.666666666666664,56.89878928608431,-inf
1674.0,0,764.0,380.0,-51.5,2.5,51.56064390598706,-0.8896908966828754
1680.0,0,414.0,235.0,-58.333333333333336,-24.166666666666668,63.14115579838205,1.9300853153991657
1686.0,0,621.0,216.0,-76.83333333333333,-6.166666666666667,77.08040534979618,-inf
1692.0,0,868.0,254.0,-62.333333333333336,-70.5,94.104699374922,-inf
1698.0,0,566.0,333.0,-50.333333333333336,13.166666666666666,52.0269695019377,-7.012954978830716
1704.0,0,914.0,306.0,58.0,-4.5,58.1743070435738,1.0245562569393485
1710.0,0,673.0,407.0,77.16666666666667,27.833333333333332,82.03285249757495,-inf
1716.0,0,979.0,272.0,51.0,-22.5,55.74271252818614,-4.381689994898135
1728.0,0,456.0,494.0,-43.583333333333336,18.5,47.34719574002714,-0.69962639901325
1734.0,0,1095.0,607.0,106.5,18.833333333333332,108.15241303107594,10.134202881841466
1746.0,0,717.0,214.0,-31.5,-32.75,45.440207966073395,-5.226017088750212
1752.0,0,1016.0,525.0,49.833333333333336,51.833333333333336,71.90309837243147,4.410481734393013
1764.0,0,177.0,613.0,-69.91666666666667,7.333333333333333,70.30019954136372,-0.13357490258897778
1770.0,0,701.0,314.0,87.33333333333333,-49.833333333333336,100.55084396573817,5.041774070729076
1788.0,0,943.0,464.0,13.444444444444445,8.333333333333334,15.817633541848084,-4.707400579105005
1800.0,0,237.0,584.0,-58.833333333333336,10.0,59.677140607699286,3.654958922154267
1818.0,0,691.0,375.0,25.22222222222222,-11.61111111111111,27.766497709681147,-1.7728134943343408
1836.0,0,904.0,286.0,11.833333333333334,-4.944444444444445,12.824792732905095,-0.8300947209320029
1848.0,0,650.0,446.0,-21.166666666666668,13.333333333333334,25.01610592309594,1.015942765849237
1854.0,0,654.0,273.0,0.6666666666666666,-28.833333333333332,28.841039432647978,0.6374889182586738
1860.0,0,390.0,259.0,-44.0,-2.3333333333333335,44.0618252509408,2.5367976363821367
1866.0,0,401.0,263.0,1.8333333333333333,0.6666666666666666,1.9507833184532708,-7.018506988747923
1872.0,0,280.0,339.0,-20.166666666666668,12.666666666666666,23.81467801354637,3.643982449182183
1878.0,0,118.0,273.0,-27.0,-11.0,29.154759474226502,0.890013576780022
1884.0,0,142.0,270.0,4.0,-0.5,4.031128874149275,-4.1872717666795385
1890.0,0,846.0,468.0,4.333333333333333,1.0,4.447221354708778,-inf
1896.0,0,629.0,385.0,-36.166666666666664,-13.833333333333334,38.72194324783931,5.712453648855089
1902.0,0,463.0,354.0,-27.666666666666668,-5.166666666666667,28.144962051651248,-1.7628301993646776
1908.0,0,849.0,213.0,-53.833333333333336,-79.16666666666667,95.73603756626284,-inf
1914.0,0,898.0,211.0,8.166666666666666,-0.3333333333333333,8.17346655682615,-14.593761834906113
1920.0,0,737.0,277.0,-26.833333333333332,11.0,29.00047892324845,3.4711687277370498
1926.0,0,390.0,365.0,-57.833333333333336,14.666666666666666,59.66410609030823,5.1106045278432966
1932.0,0,399.0,367.0,1.5,0.3333333333333333,1.536590742882148,-9.687919224571013
1938.0,0,317.0,356.0,-13.666666666666666,-1.8333333333333333,13.789085861248703,2.0420825197277592
1944.0,0,1031.0,351.0,-19.666666666666668,15.0,24.734141945452198,-inf
1950.0,0,860.0,267.0,-28.5,-14.0,31.752952618614856,1.1698017788604431
1956.0,0,870.0,229.0,1.6666666666666667,-6.333333333333333,6.548960901462833,-4.200665286192003
1962.0,0,581.0,509.0,-48.166666666666664,46.666666666666664,67.06568090726847,10.086120000967606
1968.0,0,218.0,504.0,-60.5,-0.8333333333333334,60.50573893809119,-1.0933236615295492
1974.0,0,988.0,482.0,9.833333333333334,37.333333333333336,38.606634432727006,-inf
1980.0,0,536.0,514.0,20.0,-28.333333333333332,34.68108674447468,-inf
1986.0,0,607.0,435.0,-63.333333333333336,-42.333333333333336,76.17888304656496,-inf
1992.0,0,750.0,684.0,-37.0,63.0,73.06161783043132,-inf
1998.0,0,258.0,507.0,-82.0,-29.5,87.14499411899688,2.347229381427591
2004.0,0,488.0,695.0,-68.0,2.0,68.0294054067798,-inf
2010.0,0,1019.0,680.0,-13.166666666666666,0.8333333333333334,13.193011618108867,-inf
2016.0,0,616.0,690.0,9.833333333333334,50.166666666666664,51.121315406480775,-inf
2022.0,0,883.0,395.0,44.5,-49.166666666666664,66.31448643479878,2.532195171386333
2028.0,0,597.0,686.0,44.833333333333336,-1.6666666666666667,44.8643015721359,-inf
2034.0,0,182.0,508.0,-69.16666666666667,-29.666666666666668,75.2604736158954,5.066028673959917
2040.0,0,637.0,481.0,-51.666666666666664,-33.833333333333336,61.75871508450357,-inf
2046.0,0,779.0,235.0,-45.166666666666664,-75.66666666666667,88.12191680973709,-inf
2052.0,0,261.0,485.0,-86.33333333333333,41.666666666666664,95.86216957463228,1.2900421274825338
2058.0,0,765.0,422.0,-44.5,19.5,48.58497710198081,-inf
2064.0,0,158.0,490.0,-101.16666666666667,11.333333333333334,101.79950338232938,8.869087713391426
2070.0,0,1230.0,679.0,18.666666666666668,-0.16666666666666666,18.66741069945755,-inf
2076.0,0,817.0,682.0,39.333333333333336,-0.6666666666666666,39.338982645151816,-inf
2082.0,0,156.0,406.0,-110.16666666666667,-46.0,119.38464911555609,13.340944411734048
2088.0,0,221.0,257.0,-88.83333333333333,-21.5,91.39809139752924,-inf
2094.0,0,629.0,684.0,-98.83333333333333,0.16666666666666666,98.83347386162016,-inf
2100.0,0,576.0,368.0,-84.0,-53.333333333333336,99.50097710296339,-inf
2106.0,0,719.0,389.0,-79.16666666666667,-49.0,93.10403380687173,-inf
2112.0,0,92.0,354.0,-104.5,-5.833333333333333,104.66268569923943,1.9264419820612868
2118.0,0,957.0,495.0,-23.5,3.3333333333333335,23.735229325016245,-inf
2124.0,0,413.0,316.0,-90.66666666666667,-29.833333333333332,95.44879371800475,11.952260732164751
2130.0,0,108.0,457.0,-50.833333333333336,23.5,56.00248010381127,-6.57438560236558
2136.0,0,38.0,459.0,-11.666666666666666,0.3333333333333333,11.67142760000773,-7.388508750633925
2142.0,0,1142.0,315.0,35.166666666666664,-28.833333333333332,45.47587883214084,-inf
2148.0,0,1117.0,501.0,-4.166666666666667,31.0,31.27876453939815,-2.3661857154571155
2154.0,0,790.0,509.0,-54.5,1.3333333333333333,54.516307448118475,3.872923818120054
2160.0,0,528.0,509.0,-43.666666666666664,0.0,43.666666666666664,-1.8082734635753017
2166.0,0,360.0,299.0,-28.0,-35.0,44.82186966202994,0.1925338325605459
2172.0,0,1158.0,507.0,-12.5,-0.8333333333333334,12.527746981977424,-inf
2178.0,0,1033.0,284.0,-20.833333333333332,-37.166666666666664,42.60738068561466,5.013272283939539
2184.0,0,506.0,441.0,-87.83333333333333,26.166666666666668,91.64817995404431,8.173466544738275
2190.0,0,983.0,431.0,79.5,-1.6666666666666667,79.51746838134233,-2.0217852621169947
2196.0,0,446.0,434.0,-89.5,0.5,89.50139663714751,1.6639880426341946
2202.0,0,168.0,321.0,-46.333333333333336,-18.833333333333332,50.014720055421904,-6.581112763620936
2208.0,0,39.0,480.0,-21.5,26.5,34.12477106150311,-2.6483248323198
2220.0,0,102.0,433.0,-94.83333333333333,-1.0833333333333333,94.83952088777242,-inf
2226.0,0,945.0,430.0,-34.0,2.0,34.058772731852805,-inf
2232.0,0,828.0,232.0,-19.5,-33.0,38.33079701754191,0.712004047614851
2238.0,0,809.0,241.0,-3.1666666666666665,1.5,3.5039660069381062,-5.804471835100634
2244.0,0,571.0,458.0,-39.666666666666664,36.166666666666664,53.67934632819425,8.362563386876024
2250.0,0,328.0,476.0,-40.5,3.0,40.61095911204265,-2.178064536025269
2256.0,0,1087.0,294.0,126.5,-30.333333333333332,130.08597584332875,14.912502788547684
2262.0,0,921.0,478.0,134.33333333333334,-11.833333333333334,134.85352135640443,-inf
2268.0,0,665.0,482.0,-42.666666666666664,0.6666666666666666,42.67187468214736,-15.36360777904284
2280.0,0,1096.0,672.0,35.916666666666664,15.833333333333334,39.25176924533324,-0.28500878640117594
2316.0,0,255.0,370.0,-23.36111111111111,-8.38888888888889,24.821663303167306,-0.40083627617127604
2328.0,0,52.0,397.0,-16.916666666666668,2.25,17.06564124523632,-0.6463351714942487
2334.0,0,438.0,511.0,64.33333333333333,19.0,67.08038295789446,8.335790285443023
2340.0,0,313.0,315.0,-20.833333333333332,-32.666666666666664,38.74453366462021,-4.722641548879042
2346.0,0,366.0,661.0,-89.83333333333333,8.166666666666666,90.20378164036262,-inf
2352.0,0,854.0,677.0,-62.833333333333336,76.83333333333333,99.25416308089494,-inf
2358.0,0,942.0,466.0,95.66666666666667,-36.333333333333336,102.33387622005834,-inf
2364.0,0,654.0,523.0,55.0,0.3333333333333333,55.001010091734784,-inf
2370.0,0,604.0,55.0,-8.333333333333334,-78.0,78.44389360839023,3.9071472527759084
2376.0,0,280.0,305.0,-54.0,41.666666666666664,68.20638614610154,-1.7062512437147817
2382.0,0,175.0,310.0,-17.5,0.8333333333333334,17.519830034690532,-8.447759351901835
2388.0,0,1073.0,511.0,59.833333333333336,10.333333333333334,60.71907077315624,-inf
2400.0,0,766.0,387.0,-25.583333333333332,-10.333333333333334,27.591388551905506,-2.760640185104227
2412.0,0,462.0,277.0,-25.333333333333332,-9.166666666666666,26.94077867389054,-0.05421748983458041
2418.0,0,756.0,363.0,49.0,14.333333333333334,51.05334900321863,4.0187617215546805
2430.0,0,20.0,384.0,-61.333333333333336,1.75,61.358294286736644,0.8587454402931686
2442.0,0,354.0,375.0,27.833333333333332,-0.75,27.84343629016441,-2.7929048330476847
2454.0,0,480.0,260.0,10.5,-9.583333333333334,14.215846009920682,-1.135632523353644
2460.0,0,621.0,388.0,23.5,21.333333333333332,31.73895258371188,2.9205177622985334
2466.0,0,365.0,365.0,-42.666666666666664,-3.8333333333333335,42.83852108662119,1.8499280838182184
2472.0,0,533.0,314.0,28.0,-8.5,29.261749776799064,-2.262795218303689
2478.0,0,626.0,431.0,15.5,19.5,24.9098374141623,-0.7253187271061273
