start_frame,end_frame,duration,avg_speed,avg_acceleration,bbox_area,frame_count,cluster
426.0,486.0,11,2.221552442374983,-0.3152309557250441,9190.181818181818,11,2
528.0,582.0,10,24.46645555268188,0.3112751771790487,7066.7,10,1
3138.0,3192.0,10,42.69372371497846,0.0,333505.0,10,0
7104.0,7158.0,10,46.65255788486747,0.0,49656.8,10,1
7326.0,7386.0,11,26.798233472921392,0.0,347373.54545454547,11,0
8112.0,8190.0,14,27.220781908119505,0.0,47192.71428571428,14,1
15030.0,15198.0,29,36.39910633113096,0.0,87167.79310344828,29,3
